Path,Sequence Length,Epoch,Train Accuracy,Train Loss,Test Accuracy
15m,5,1,0.37628206610679626,1.2372339963912964,
15m,5,2,0.3602564036846161,1.157420039176941,
15m,5,3,0.3660256266593933,1.1549919843673706,
15m,5,4,0.3788461685180664,1.1377757787704468,
15m,5,5,0.3730769157409668,1.1259992122650146,
15m,5,6,0.3692307770252228,1.1355465650558472,
15m,5,7,0.3673076927661896,1.1258435249328613,
15m,5,8,0.36538460850715637,1.1372231245040894,
15m,5,9,0.35256409645080566,1.132506012916565,
15m,5,10,0.37051281332969666,1.1217435598373413,
15m,5,11,0.3602564036846161,1.1183432340621948,
15m,5,12,0.36282050609588623,1.1237335205078125,
15m,5,13,0.38525640964508057,1.117041826248169,
15m,5,14,0.37756410241127014,1.1206568479537964,
15m,5,15,0.3801282048225403,1.1233890056610107,
15m,5,16,0.3711538314819336,1.1201618909835815,
15m,5,17,0.36474359035491943,1.1118308305740356,
15m,5,18,0.360897421836853,1.1136595010757446,
15m,5,19,0.37371793389320374,1.112192153930664,
15m,5,20,0.36666667461395264,1.1172209978103638,
15m,5,21,0.35384616255760193,1.117409586906433,
15m,5,22,0.3820512890815735,1.1143707036972046,
15m,5,23,0.37371793389320374,1.115794062614441,
15m,5,24,0.37564101815223694,1.1144635677337646,
15m,5,25,0.37628206610679626,1.1099039316177368,
15m,5,Final,,,0.36923076923076925
15m,15,1,0.34871795773506165,1.2748453617095947,
15m,15,2,0.34871795773506165,1.1818937063217163,
15m,15,3,0.36153846979141235,1.1611202955245972,
15m,15,4,0.34679487347602844,1.1539735794067383,
15m,15,5,0.3480769097805023,1.167041540145874,
15m,15,6,0.3512820601463318,1.145304560661316,
15m,15,7,0.3493589758872986,1.1423313617706299,
15m,15,8,0.37628206610679626,1.146381139755249,
15m,15,9,0.3403846025466919,1.1569597721099854,
15m,15,10,0.37051281332969666,1.132789134979248,
15m,15,11,0.3641025722026825,1.140332818031311,
15m,15,12,0.3673076927661896,1.1296381950378418,
15m,15,13,0.36346152424812317,1.143276333808899,
15m,15,14,0.3711538314819336,1.1319806575775146,
15m,15,15,0.36538460850715637,1.1384549140930176,
15m,15,16,0.38525640964508057,1.1143460273742676,
15m,15,17,0.3679487109184265,1.1248406171798706,
15m,15,18,0.35384616255760193,1.1248610019683838,
15m,15,19,0.3730769157409668,1.1195663213729858,
15m,15,20,0.36858972907066345,1.1169250011444092,
15m,15,21,0.3660256266593933,1.121902346611023,
15m,15,22,0.36153846979141235,1.1244065761566162,
15m,15,23,0.37051281332969666,1.1073700189590454,
15m,15,24,0.37628206610679626,1.1182832717895508,
15m,15,25,0.3589743673801422,1.1142061948776245,
15m,15,Final,,,0.33076923076923076
15m,30,1,0.3455128073692322,1.2878957986831665,
15m,30,2,0.3660256266593933,1.1693599224090576,
15m,30,3,0.3583333194255829,1.1718488931655884,
15m,30,4,0.3499999940395355,1.1568595170974731,
15m,30,5,0.37435898184776306,1.1498230695724487,
15m,30,6,0.35064101219177246,1.1466034650802612,
15m,30,7,0.375,1.13545560836792,
15m,30,8,0.3801282048225403,1.1323758363723755,
15m,30,9,0.36282050609588623,1.1373664140701294,
15m,30,10,0.339102566242218,1.1471052169799805,
15m,30,11,0.3641025722026825,1.1204500198364258,
15m,30,12,0.3717948794364929,1.1254416704177856,
15m,30,13,0.38846153020858765,1.1159368753433228,
15m,30,14,0.3589743673801422,1.123265266418457,
15m,30,15,0.3692307770252228,1.1157500743865967,
15m,30,16,0.375,1.110988736152649,
15m,30,17,0.35256409645080566,1.1245028972625732,
15m,30,18,0.375,1.1112754344940186,
15m,30,19,0.37628206610679626,1.1071043014526367,
15m,30,20,0.37628206610679626,1.1128123998641968,
15m,30,21,0.3641025722026825,1.1323621273040771,
15m,30,22,0.3551281988620758,1.1141483783721924,
15m,30,23,0.3839743733406067,1.109308123588562,
15m,30,24,0.38525640964508057,1.111641764640808,
15m,30,25,0.3589743673801422,1.1225409507751465,
15m,30,Final,,,0.33076923076923076
30m,5,1,0.3492957651615143,1.262394905090332,
30m,5,2,0.3154929578304291,1.161178469657898,
30m,5,3,0.3464788794517517,1.1248537302017212,
30m,5,4,0.38450703024864197,1.1254477500915527,
30m,5,5,0.35211268067359924,1.1290534734725952,
30m,5,6,0.35915493965148926,1.120173454284668,
30m,5,7,0.3549295663833618,1.1211674213409424,
30m,5,8,0.37746480107307434,1.106597661972046,
30m,5,9,0.3704225420951843,1.1327476501464844,
30m,5,10,0.3577464818954468,1.1180529594421387,
30m,5,11,0.3647887408733368,1.1151636838912964,
30m,5,12,0.3394366204738617,1.1237412691116333,
30m,5,13,0.3647887408733368,1.1145024299621582,
30m,5,14,0.3633802831172943,1.1152348518371582,
30m,5,15,0.3887324035167694,1.0982179641723633,
30m,5,16,0.3633802831172943,1.1165424585342407,
30m,5,17,0.36760562658309937,1.1093641519546509,
30m,5,18,0.39295774698257446,1.1002248525619507,
30m,5,19,0.38591548800468445,1.1062099933624268,
30m,5,20,0.3971830904483795,1.1116557121276855,
30m,5,21,0.398591548204422,1.0969549417495728,
30m,5,22,0.3887324035167694,1.1014742851257324,
30m,5,23,0.3957746624946594,1.0887295007705688,
30m,5,24,0.38450703024864197,1.1022182703018188,
30m,5,25,0.398591548204422,1.0863208770751953,
30m,5,Final,,,0.2640449438202247
30m,15,1,0.3408450782299042,1.3988994359970093,
30m,15,2,0.3661971688270569,1.2234519720077515,
30m,15,3,0.36901408433914185,1.1715493202209473,
30m,15,4,0.3647887408733368,1.1689223051071167,
30m,15,5,0.36056336760520935,1.1472712755203247,
30m,15,6,0.37746480107307434,1.155024528503418,
30m,15,7,0.3661971688270569,1.1336493492126465,
30m,15,8,0.35915493965148926,1.1448822021484375,
30m,15,9,0.3802816867828369,1.1403858661651611,
30m,15,10,0.3732394278049469,1.1302956342697144,
30m,15,11,0.36056336760520935,1.150025725364685,
30m,15,12,0.38450703024864197,1.1238783597946167,
30m,15,13,0.35211268067359924,1.1437089443206787,
30m,15,14,0.3732394278049469,1.1347097158432007,
30m,15,15,0.3323943614959717,1.1572614908218384,
30m,15,16,0.3492957651615143,1.1350493431091309,
30m,15,17,0.3704225420951843,1.1273882389068604,
30m,15,18,0.3633802831172943,1.1378337144851685,
30m,15,19,0.3295774757862091,1.157047986984253,
30m,15,20,0.3380281627178192,1.1505787372589111,
30m,15,21,0.3802816867828369,1.1259576082229614,
30m,15,22,0.3549295663833618,1.1177711486816406,
30m,15,23,0.3830986022949219,1.1182504892349243,
30m,15,24,0.3901408314704895,1.1171276569366455,
30m,15,25,0.3830986022949219,1.1116137504577637,
30m,15,Final,,,0.3202247191011236
30m,30,1,0.30281689763069153,1.365564227104187,
30m,30,2,0.3563380241394043,1.1613683700561523,
30m,30,3,0.3732394278049469,1.1684110164642334,
30m,30,4,0.3563380241394043,1.1513293981552124,
30m,30,5,0.39295774698257446,1.147990345954895,
30m,30,6,0.36197182536125183,1.1420193910598755,
30m,30,7,0.36901408433914185,1.123085379600525,
30m,30,8,0.3211267590522766,1.169085144996643,
30m,30,9,0.37746480107307434,1.1247382164001465,
30m,30,10,0.3901408314704895,1.1158692836761475,
30m,30,11,0.36901408433914185,1.139953374862671,
30m,30,12,0.35915493965148926,1.1264783143997192,
30m,30,13,0.36056336760520935,1.1412049531936646,
30m,30,14,0.38732394576072693,1.1202747821807861,
30m,30,15,0.3816901445388794,1.1054800748825073,
30m,30,16,0.3647887408733368,1.1244045495986938,
30m,30,17,0.3661971688270569,1.1298820972442627,
30m,30,18,0.35070422291755676,1.1322237253189087,
30m,30,19,0.34366196393966675,1.126023292541504,
30m,30,20,0.36901408433914185,1.1246201992034912,
30m,30,21,0.37887322902679443,1.1148724555969238,
30m,30,22,0.39436620473861694,1.1183253526687622,
30m,30,23,0.3957746624946594,1.1105748414993286,
30m,30,24,0.38591548800468445,1.111374855041504,
30m,30,25,0.4084506928920746,1.1146764755249023,
30m,30,Final,,,0.34269662921348315
1h,5,1,0.3214285671710968,1.4925603866577148,
1h,5,2,0.3531745970249176,1.3000282049179077,
1h,5,3,0.3769841194152832,1.2740968465805054,
1h,5,4,0.341269850730896,1.2435582876205444,
1h,5,5,0.380952388048172,1.1369075775146484,
1h,5,6,0.3611111044883728,1.1397353410720825,
1h,5,7,0.3928571343421936,1.1296069622039795,
1h,5,8,0.4166666567325592,1.1524723768234253,
1h,5,9,0.3571428656578064,1.147267460823059,
1h,5,10,0.3730158805847168,1.165045142173767,
1h,5,11,0.3769841194152832,1.1670386791229248,
1h,5,12,0.4285714328289032,1.1298199892044067,
1h,5,13,0.3888888955116272,1.118381142616272,
1h,5,14,0.341269850730896,1.1597563028335571,
1h,5,15,0.4126984179019928,1.1017732620239258,
1h,5,16,0.3650793731212616,1.1553258895874023,
1h,5,17,0.420634925365448,1.0848629474639893,
1h,5,18,0.3571428656578064,1.153681755065918,
1h,5,19,0.3492063581943512,1.166237473487854,
1h,5,20,0.3333333432674408,1.1320172548294067,
1h,5,21,0.4285714328289032,1.0988837480545044,
1h,5,22,0.4246031641960144,1.1169966459274292,
1h,5,23,0.3888888955116272,1.0997346639633179,
1h,5,24,0.380952388048172,1.118280291557312,
1h,5,25,0.4285714328289032,1.1095051765441895,
1h,5,Final,,,0.2698412698412698
1h,15,1,0.3531745970249176,1.5592632293701172,
1h,15,2,0.3531745970249176,1.3344883918762207,
1h,15,3,0.3650793731212616,1.214781641960144,
1h,15,4,0.3968254029750824,1.1329001188278198,
1h,15,5,0.3611111044883728,1.1830930709838867,
1h,15,6,0.3095238208770752,1.1826778650283813,
1h,15,7,0.3928571343421936,1.1350383758544922,
1h,15,8,0.3333333432674408,1.1474782228469849,
1h,15,9,0.3452380895614624,1.1195613145828247,
1h,15,10,0.3571428656578064,1.1155067682266235,
1h,15,11,0.4246031641960144,1.0639551877975464,
1h,15,12,0.3769841194152832,1.1234638690948486,
1h,15,13,0.3571428656578064,1.152084231376648,
1h,15,14,0.3730158805847168,1.153953194618225,
1h,15,15,0.4126984179019928,1.1014578342437744,
1h,15,16,0.4047619104385376,1.0889569520950317,
1h,15,17,0.380952388048172,1.1051936149597168,
1h,15,18,0.3849206268787384,1.1089218854904175,
1h,15,19,0.3769841194152832,1.146734595298767,
1h,15,20,0.3492063581943512,1.15132737159729,
1h,15,21,0.4246031641960144,1.0826773643493652,
1h,15,22,0.4007936418056488,1.1279703378677368,
1h,15,23,0.420634925365448,1.1312929391860962,
1h,15,24,0.4007936418056488,1.0990135669708252,
1h,15,25,0.3928571343421936,1.098878026008606,
1h,15,Final,,,0.30158730158730157
1h,30,1,0.3214285671710968,1.4349052906036377,
1h,30,2,0.3373015820980072,1.252579689025879,
1h,30,3,0.3531745970249176,1.246006727218628,
1h,30,4,0.3531745970249176,1.1959447860717773,
1h,30,5,0.3174603283405304,1.2075340747833252,
1h,30,6,0.408730149269104,1.1656652688980103,
1h,30,7,0.3571428656578064,1.1936358213424683,
1h,30,8,0.380952388048172,1.1572623252868652,
1h,30,9,0.3492063581943512,1.1769155263900757,
1h,30,10,0.3928571343421936,1.111714482307434,
1h,30,11,0.4007936418056488,1.1365541219711304,
1h,30,12,0.3769841194152832,1.1150128841400146,
1h,30,13,0.30158731341362,1.1857600212097168,
1h,30,14,0.3611111044883728,1.1727286577224731,
1h,30,15,0.341269850730896,1.1728276014328003,
1h,30,16,0.4246031641960144,1.0893645286560059,
1h,30,17,0.3888888955116272,1.1033613681793213,
1h,30,18,0.408730149269104,1.1615666151046753,
1h,30,19,0.341269850730896,1.160780429840088,
1h,30,20,0.3888888955116272,1.1098673343658447,
1h,30,21,0.369047611951828,1.1191115379333496,
1h,30,22,0.380952388048172,1.1421433687210083,
1h,30,23,0.408730149269104,1.1240234375,
1h,30,24,0.3968254029750824,1.1305832862854004,
1h,30,25,0.369047611951828,1.1443883180618286,
1h,30,Final,,,0.3492063492063492
5m,5,1,0.3556179702281952,1.253857135772705,
5m,5,2,0.35393258929252625,1.1724672317504883,
5m,5,3,0.3499999940395355,1.1583530902862549,
5m,5,4,0.36853933334350586,1.1484627723693848,
5m,5,5,0.36011236906051636,1.1293758153915405,
5m,5,6,0.33820223808288574,1.1443175077438354,
5m,5,7,0.35056179761886597,1.1434855461120605,
5m,5,8,0.3640449345111847,1.1268867254257202,
5m,5,9,0.35280898213386536,1.1374436616897583,
5m,5,10,0.3511236011981964,1.1299138069152832,
5m,5,11,0.3511236011981964,1.1245436668395996,
5m,5,12,0.365730345249176,1.1168497800827026,
5m,5,13,0.34662920236587524,1.1323732137680054,
5m,5,14,0.35505616664886475,1.129396677017212,
5m,5,15,0.37921348214149475,1.1198244094848633,
5m,5,16,0.3494381904602051,1.125951886177063,
5m,5,17,0.3691011369228363,1.1248488426208496,
5m,5,18,0.35393258929252625,1.1132838726043701,
5m,5,19,0.37303370237350464,1.108380913734436,
5m,5,20,0.3606741428375244,1.1130924224853516,
5m,5,21,0.34662920236587524,1.118094563484192,
5m,5,22,0.35617977380752563,1.1047494411468506,
5m,5,23,0.36629214882850647,1.1153833866119385,
5m,5,24,0.36853933334350586,1.1118066310882568,
5m,5,25,0.37528088688850403,1.1022400856018066,
5m,5,Final,,,0.28475336322869954
5m,15,1,0.33932584524154663,1.3281155824661255,
5m,15,2,0.3376404643058777,1.1919671297073364,
5m,15,3,0.35280898213386536,1.1649845838546753,
5m,15,4,0.3376404643058777,1.1534360647201538,
5m,15,5,0.3398876488208771,1.1514310836791992,
5m,15,6,0.3471910059452057,1.1377649307250977,
5m,15,7,0.3438202142715454,1.1458486318588257,
5m,15,8,0.3511236011981964,1.1364270448684692,
5m,15,9,0.3494381904602051,1.1325020790100098,
5m,15,10,0.3533707857131958,1.1282860040664673,
5m,15,11,0.3522471785545349,1.1312634944915771,
5m,15,12,0.348876416683197,1.123653769493103,
5m,15,13,0.33370786905288696,1.1420385837554932,
5m,15,14,0.36123594641685486,1.1204923391342163,
5m,15,15,0.36235955357551575,1.1216590404510498,
5m,15,16,0.3567415773868561,1.1253001689910889,
5m,15,17,0.3617977499961853,1.1140426397323608,
5m,15,18,0.3387640416622162,1.120926856994629,
5m,15,19,0.3499999940395355,1.116963267326355,
5m,15,20,0.35505616664886475,1.1201410293579102,
5m,15,21,0.3353932499885559,1.1298751831054688,
5m,15,22,0.3617977499961853,1.1137714385986328,
5m,15,23,0.36966291069984436,1.1093952655792236,
5m,15,24,0.3499999940395355,1.1215940713882446,
5m,15,25,0.3522471785545349,1.115472674369812,
5m,15,Final,,,0.2982062780269058
5m,30,1,0.3494381904602051,1.244404673576355,
5m,30,2,0.35280898213386536,1.1506255865097046,
5m,30,3,0.3353932499885559,1.1480796337127686,
5m,30,4,0.3342696726322174,1.1312751770019531,
5m,30,5,0.3494381904602051,1.1221318244934082,
5m,30,6,0.33483144640922546,1.130368947982788,
5m,30,7,0.34213483333587646,1.1246769428253174,
5m,30,8,0.34325844049453735,1.1298866271972656,
5m,30,9,0.35280898213386536,1.1232064962387085,
5m,30,10,0.35168540477752686,1.1184066534042358,
5m,30,11,0.35168540477752686,1.1131943464279175,
5m,30,12,0.35280898213386536,1.105331301689148,
5m,30,13,0.34550562500953674,1.1226251125335693,
5m,30,14,0.35056179761886597,1.1116820573806763,
5m,30,15,0.3522471785545349,1.1094454526901245,
5m,30,16,0.36123594641685486,1.1109312772750854,
5m,30,17,0.3573033809661865,1.1100095510482788,
5m,30,18,0.3544943928718567,1.106046199798584,
5m,30,19,0.3449438214302063,1.1076338291168213,
5m,30,20,0.36123594641685486,1.105169653892517,
5m,30,21,0.36123594641685486,1.1037043333053589,
5m,30,22,0.3544943928718567,1.1018595695495605,
5m,30,23,0.33595505356788635,1.1104509830474854,
5m,30,24,0.3533707857131958,1.1005821228027344,
5m,30,25,0.3353932499885559,1.1070300340652466,
5m,30,Final,,,0.34080717488789236
